X,feature_types,gene_id,is_gene_coding
RPLP1,GEX,ENSG00000137818,1
DRAIC,GEX,ENSG00000245750,0
TLE3,GEX,ENSG00000140332,1
UACA,GEX,ENSG00000137831,1
MYO9A,GEX,ENSG00000066933,1
AC022872.1,GEX,ENSG00000261632,0
PKM,GEX,ENSG00000067225,1
PARP6,GEX,ENSG00000137817,1
AC009690.2,GEX,ENSG00000261460,0
CELF6,GEX,ENSG00000140488,1
HEXA,GEX,ENSG00000213614,1
TMEM202-AS1,GEX,ENSG00000261423,0
ARIH1,GEX,ENSG00000166233,1
BBS4,GEX,ENSG00000140463,1
ADPGK,GEX,ENSG00000159322,1
NEO1,GEX,ENSG00000067141,1
NPTN,GEX,ENSG00000156642,1
PML,GEX,ENSG00000140464,1
SEMA7A,GEX,ENSG00000138623,1
UBL7,GEX,ENSG00000138629,1
UBL7-AS1,GEX,ENSG00000247240,0
ARID3B,GEX,ENSG00000179361,1
CLK3,GEX,ENSG00000179335,1
AC100835.2,GEX,ENSG00000275527,0
EDC3,GEX,ENSG00000179151,1
CSK,GEX,ENSG00000103653,1
ULK3,GEX,ENSG00000140474,1
SCAMP2,GEX,ENSG00000140497,1
MPI,GEX,ENSG00000178802,1
FAM219B,GEX,ENSG00000178761,1
COX5A,GEX,ENSG00000178741,1
SCAMP5,GEX,ENSG00000198794,1
PPCDC,GEX,ENSG00000138621,1
C15orf39,GEX,ENSG00000167173,1
COMMD4,GEX,ENSG00000140365,1
NEIL1,GEX,ENSG00000140398,1
MAN2C1,GEX,ENSG00000140400,1
SIN3A,GEX,ENSG00000169375,1
PTPN9,GEX,ENSG00000169410,1
SNUPN,GEX,ENSG00000169371,1
IMP3,GEX,ENSG00000177971,1
UBE2Q2,GEX,ENSG00000140367,1
FBXO22,GEX,ENSG00000167196,1
NRG4,GEX,ENSG00000169752,1
TMEM266,GEX,ENSG00000169758,1
ETFA,GEX,ENSG00000140374,1
AC027243.3,GEX,ENSG00000287503,0
SCAPER,GEX,ENSG00000140386,1
RCN2,GEX,ENSG00000117906,1
PSTPIP1,GEX,ENSG00000140368,1
TSPAN3,GEX,ENSG00000140391,1
PEAK1,GEX,ENSG00000173517,1
HMG20A,GEX,ENSG00000140382,1
TBC1D2B,GEX,ENSG00000167202,1
IDH3A,GEX,ENSG00000166411,1
ACSBG1,GEX,ENSG00000103740,1
DNAJA4,GEX,ENSG00000140403,1
WDR61,GEX,ENSG00000140395,1
IREB2,GEX,ENSG00000136381,1
PSMA4,GEX,ENSG00000041357,1
MORF4L1,GEX,ENSG00000185787,1
CTSH,GEX,ENSG00000103811,1
TMED3,GEX,ENSG00000166557,1
MTHFS,GEX,ENSG00000136371,1
AC015871.7,GEX,ENSG00000286813,0
AC015871.1,GEX,ENSG00000180953,1
AC015871.4,GEX,ENSG00000278600,0
BCL2A1,GEX,ENSG00000140379,1
ZFAND6,GEX,ENSG00000086666,1
FAH,GEX,ENSG00000103876,1
ABHD17C,GEX,ENSG00000136379,1
CEMIP,GEX,ENSG00000103888,1
MESD,GEX,ENSG00000117899,1
TLNRD1,GEX,ENSG00000140406,1
CFAP161,GEX,ENSG00000156206,1
IL16,GEX,ENSG00000172349,1
AC103858.1,GEX,ENSG00000271725,0
STARD5,GEX,ENSG00000172345,1
TMC3-AS1,GEX,ENSG00000259343,0
AC104041.1,GEX,ENSG00000259692,0
EFL1,GEX,ENSG00000140598,1
SAXO2,GEX,ENSG00000188659,1
GOLGA6L9,GEX,ENSG00000197978,1
RPS17,GEX,ENSG00000182774,1
WHAMM,GEX,ENSG00000156232,1
HOMER2,GEX,ENSG00000103942,1
AC022558.2,GEX,ENSG00000259805,0
C15orf40,GEX,ENSG00000169609,1
BTBD1,GEX,ENSG00000064726,1
TM6SF1,GEX,ENSG00000136404,1
HDGFL3,GEX,ENSG00000166503,1
AC103876.1,GEX,ENSG00000259986,0
AC048382.5,GEX,ENSG00000275120,0
ZSCAN2,GEX,ENSG00000176371,1
WDR73,GEX,ENSG00000177082,1
SEC11A,GEX,ENSG00000140612,1
AC012291.3,GEX,ENSG00000285667,0
ZNF592,GEX,ENSG00000166716,1
PDE8A,GEX,ENSG00000073417,1
AKAP13,GEX,ENSG00000170776,1
AC087286.2,GEX,ENSG00000259367,0
AC021739.2,GEX,ENSG00000259407,0
KLHL25,GEX,ENSG00000183655,1
MRPL46,GEX,ENSG00000259494,1
MRPS11,GEX,ENSG00000181991,1
DET1,GEX,ENSG00000140543,1
AEN,GEX,ENSG00000181026,1
ISG20,GEX,ENSG00000172183,1
HAPLN3,GEX,ENSG00000140511,1
MFGE8,GEX,ENSG00000140545,1
ABHD2,GEX,ENSG00000140526,1
FANCI,GEX,ENSG00000140525,1
POLG,GEX,ENSG00000140521,1
TICRR,GEX,ENSG00000140534,1
KIF7,GEX,ENSG00000166813,1
ANPEP,GEX,ENSG00000166825,1
AP3S2,GEX,ENSG00000157823,1
ZNF710,GEX,ENSG00000140548,1
AC087284.1,GEX,ENSG00000273691,0
ZNF710-AS1,GEX,ENSG00000259291,0
IDH2,GEX,ENSG00000182054,1
SEMA4B,GEX,ENSG00000185033,1
CIB1,GEX,ENSG00000185043,1
NGRN,GEX,ENSG00000182768,1
IQGAP1,GEX,ENSG00000140575,1
CRTC3,GEX,ENSG00000140577,1
CRTC3-AS1,GEX,ENSG00000259736,0
BLM,GEX,ENSG00000197299,1
AC124248.1,GEX,ENSG00000259704,0
FURIN,GEX,ENSG00000140564,1
FES,GEX,ENSG00000182511,1
MAN2A2,GEX,ENSG00000196547,1
HDDC3,GEX,ENSG00000184508,1
UNC45A,GEX,ENSG00000140553,1
RCCD1,GEX,ENSG00000166965,1
PRC1,GEX,ENSG00000198901,1
PRC1-AS1,GEX,ENSG00000258725,0
VPS33B,GEX,ENSG00000184056,1
AC104035.1,GEX,ENSG00000258551,0
SLCO3A1,GEX,ENSG00000176463,1
FAM174B,GEX,ENSG00000185442,1
LINC01578,GEX,ENSG00000272888,0
CHD2,GEX,ENSG00000173575,1
LINC02207,GEX,ENSG00000258476,0
MCTP2,GEX,ENSG00000140563,1
LINC00923,GEX,ENSG00000251209,0
ARRDC4,GEX,ENSG00000140450,1
IGF1R,GEX,ENSG00000140443,1
AC036108.1,GEX,ENSG00000259475,0
TTC23,GEX,ENSG00000103852,1
LRRC28,GEX,ENSG00000168904,1
MEF2A,GEX,ENSG00000068305,1
LYSMD4,GEX,ENSG00000183060,1
AC090825.1,GEX,ENSG00000259363,0
ADAMTS17,GEX,ENSG00000140470,1
CERS3,GEX,ENSG00000154227,1
AC027020.2,GEX,ENSG00000270127,0
LINS1,GEX,ENSG00000140471,1
ASB7,GEX,ENSG00000183475,1
LRRK1,GEX,ENSG00000154237,1
CHSY1,GEX,ENSG00000131873,1
SELENOS,GEX,ENSG00000131871,1
SNRPA1,GEX,ENSG00000131876,1
PCSK6,GEX,ENSG00000140479,1
TM2D3,GEX,ENSG00000184277,1
TARSL2,GEX,ENSG00000185418,1
POLR3K,GEX,ENSG00000161980,1
SNRNP25,GEX,ENSG00000161981,1
MPG,GEX,ENSG00000103152,1
NPRL3,GEX,ENSG00000103148,1
HBM,GEX,ENSG00000206177,1
HBA2,GEX,ENSG00000188536,1
HBA1,GEX,ENSG00000206172,1
HBQ1,GEX,ENSG00000086506,1
LUC7L,GEX,ENSG00000007392,1
FAM234A,GEX,ENSG00000167930,1
AXIN1,GEX,ENSG00000103126,1
MRPL28,GEX,ENSG00000086504,1
TMEM8A,GEX,ENSG00000129925,1
NME4,GEX,ENSG00000103202,1
DECR2,GEX,ENSG00000242612,1
RAB11FIP3,GEX,ENSG00000090565,1
CAPN15,GEX,ENSG00000103326,1
PIGQ,GEX,ENSG00000007541,1
RAB40C,GEX,ENSG00000197562,1
METTL26,GEX,ENSG00000130731,1
MCRIP2,GEX,ENSG00000172366,1
WDR90,GEX,ENSG00000161996,1
RHOT2,GEX,ENSG00000140983,1
STUB1,GEX,ENSG00000103266,1
JMJD8,GEX,ENSG00000161999,1
WDR24,GEX,ENSG00000127580,1
ANTKMT,GEX,ENSG00000103254,1
HAGHL,GEX,ENSG00000103253,1
CIAO3,GEX,ENSG00000103245,1
RPUSD1,GEX,ENSG00000007376,1
CHTF18,GEX,ENSG00000127586,1
AL023882.1,GEX,ENSG00000287855,0
LMF1,GEX,ENSG00000103227,1
AC009041.2,GEX,ENSG00000260807,0
UBE2I,GEX,ENSG00000103275,1
AL031714.1,GEX,ENSG00000261505,0
BAIAP3,GEX,ENSG00000007516,1
TSR3,GEX,ENSG00000007520,1
GNPTG,GEX,ENSG00000090581,1
AL031709.1,GEX,ENSG00000260425,0
UNKL,GEX,ENSG00000059145,1
C16orf91,GEX,ENSG00000174109,1
CLCN7,GEX,ENSG00000103249,1
TELO2,GEX,ENSG00000100726,1
IFT140,GEX,ENSG00000187535,1
TMEM204,GEX,ENSG00000131634,1
CRAMP1,GEX,ENSG00000007545,1
JPT2,GEX,ENSG00000206053,1
MAPK8IP3,GEX,ENSG00000138834,1
NME3,GEX,ENSG00000103024,1
MRPS34,GEX,ENSG00000074071,1
EME2,GEX,ENSG00000197774,1
SPSB3,GEX,ENSG00000162032,1
NUBP2,GEX,ENSG00000095906,1
HAGH,GEX,ENSG00000063854,1
FAHD1,GEX,ENSG00000180185,1
NDUFB10,GEX,ENSG00000140990,1
RPS2,GEX,ENSG00000140988,1
SNHG9,GEX,ENSG00000255198,0
TBL3,GEX,ENSG00000183751,1
GFER,GEX,ENSG00000127554,1
ZNF598,GEX,ENSG00000167962,1
NTHL1,GEX,ENSG00000065057,1
TSC2,GEX,ENSG00000103197,1
PKD1,GEX,ENSG00000008710,1
RAB26,GEX,ENSG00000167964,1
SNHG19,GEX,ENSG00000260260,0
TRAF7,GEX,ENSG00000131653,1
MLST8,GEX,ENSG00000167965,1
PGP,GEX,ENSG00000184207,1
E4F1,GEX,ENSG00000167967,1
ECI1,GEX,ENSG00000167969,1
RNPS1,GEX,ENSG00000205937,1
ABCA3,GEX,ENSG00000167972,1
CCNF,GEX,ENSG00000162063,1
TEDC2,GEX,ENSG00000162062,1
TBC1D24,GEX,ENSG00000162065,1
ATP6V0C,GEX,ENSG00000185883,1
AMDHD2,GEX,ENSG00000162066,1
PDPK1,GEX,ENSG00000140992,1
AC093525.6,GEX,ENSG00000261613,0
AC093525.7,GEX,ENSG00000269937,0
AC093525.4,GEX,ENSG00000261140,0
ERVK13-1,GEX,ENSG00000260565,0
KCTD5,GEX,ENSG00000167977,1
SRRM2,GEX,ENSG00000167978,1
ELOB,GEX,ENSG00000103363,1
FLYWCH2,GEX,ENSG00000162076,1
FLYWCH1,GEX,ENSG00000059122,1
PKMYT1,GEX,ENSG00000127564,1
PAQR4,GEX,ENSG00000162073,1
HCFC1R1,GEX,ENSG00000103145,1
THOC6,GEX,ENSG00000131652,1
MMP25-AS1,GEX,ENSG00000261971,0
IL32,GEX,ENSG00000008517,1
AC108134.3,GEX,ENSG00000262370,0
ZNF213-AS1,GEX,ENSG00000263072,0
ZNF200,GEX,ENSG00000010539,1
MEFV,GEX,ENSG00000103313,1
ZNF263,GEX,ENSG00000006194,1
ZNF75A,GEX,ENSG00000162086,1
AC025283.2,GEX,ENSG00000285329,1
ZSCAN32,GEX,ENSG00000140987,1
NAA60,GEX,ENSG00000122390,1
CLUAP1,GEX,ENSG00000103351,1
NLRC3,GEX,ENSG00000167984,1
SLX4,GEX,ENSG00000188827,1
DNASE1,GEX,ENSG00000213918,1
TRAP1,GEX,ENSG00000126602,1
CREBBP,GEX,ENSG00000005339,1
ADCY9,GEX,ENSG00000162104,1
LINC01569,GEX,ENSG00000262468,0
TFAP4,GEX,ENSG00000090447,1
PAM16,GEX,ENSG00000217930,1
CORO7,GEX,ENSG00000262246,1
DNAJA3,GEX,ENSG00000103423,1
NMRAL1,GEX,ENSG00000153406,1
HMOX2,GEX,ENSG00000103415,1
CDIP1,GEX,ENSG00000089486,1
UBALD1,GEX,ENSG00000153443,1
MGRN1,GEX,ENSG00000102858,1
NUDT16L1,GEX,ENSG00000168101,1
ANKS3,GEX,ENSG00000168096,1
ZNF500,GEX,ENSG00000103199,1
ROGDI,GEX,ENSG00000067836,1
GLYR1,GEX,ENSG00000140632,1
AC020663.3,GEX,ENSG00000275056,0
UBN1,GEX,ENSG00000118900,1
PPL,GEX,ENSG00000118898,1
NAGPA,GEX,ENSG00000103174,1
ALG1,GEX,ENSG00000033011,1
EEF2KMT,GEX,ENSG00000118894,1
RBFOX1,GEX,ENSG00000078328,1
METTL22,GEX,ENSG00000067365,1
ABAT,GEX,ENSG00000183044,1
PMM2,GEX,ENSG00000140650,1
AC022167.2,GEX,ENSG00000260276,0
CARHSP1,GEX,ENSG00000153048,1
USP7,GEX,ENSG00000187555,1
C16orf72,GEX,ENSG00000182831,1
ATF7IP2,GEX,ENSG00000166669,1
NUBP1,GEX,ENSG00000103274,1
CIITA,GEX,ENSG00000179583,1
DEXI,GEX,ENSG00000182108,1
CLEC16A,GEX,ENSG00000038532,1
AC007220.1,GEX,ENSG00000263033,0
RMI2,GEX,ENSG00000175643,1
SOCS1,GEX,ENSG00000185338,1
AC099489.1,GEX,ENSG00000188897,1
LITAF,GEX,ENSG00000189067,1
SNN,GEX,ENSG00000184602,1
TXNDC11,GEX,ENSG00000153066,1
AC007613.1,GEX,ENSG00000262420,0
ZC3H7A,GEX,ENSG00000122299,1
RSL1D1,GEX,ENSG00000171490,1
AC007216.4,GEX,ENSG00000263307,0
GSPT1,GEX,ENSG00000103342,1
AC007216.3,GEX,ENSG00000261560,0
NPIPB2,GEX,ENSG00000234719,1
SNX29,GEX,ENSG00000048471,1
CPPED1,GEX,ENSG00000103381,1
ERCC4,GEX,ENSG00000175595,1
MRTFB,GEX,ENSG00000186260,1
MIR193BHG,GEX,ENSG00000262454,0
PARN,GEX,ENSG00000140694,1
BFAR,GEX,ENSG00000103429,1
NOMO1,GEX,ENSG00000103512,1
NPIPA1,GEX,ENSG00000183426,1
PDXDC1,GEX,ENSG00000179889,1
NTAN1,GEX,ENSG00000157045,1
RRN3,GEX,ENSG00000085721,1
NPIPA5,GEX,ENSG00000183793,1
MPV17L,GEX,ENSG00000156968,1
BMERB1,GEX,ENSG00000166780,1
MARF1,GEX,ENSG00000166783,1
NDE1,GEX,ENSG00000072864,1
AC026401.3,GEX,ENSG00000280206,0
MYH11,GEX,ENSG00000133392,1
AF001548.2,GEX,ENSG00000263335,0
FOPNL,GEX,ENSG00000133393,1
ABCC1,GEX,ENSG00000103222,1
NOMO3,GEX,ENSG00000103226,1
AC138969.1,GEX,ENSG00000183889,1
XYLT1,GEX,ENSG00000103489,1
NOMO2,GEX,ENSG00000185164,1
RPS15A,GEX,ENSG00000134419,1
ARL6IP1,GEX,ENSG00000170540,1
SMG1,GEX,ENSG00000157106,1
COQ7,GEX,ENSG00000167186,1
ITPRIPL2,GEX,ENSG00000205730,1
SYT17,GEX,ENSG00000103528,1
GDE1,GEX,ENSG00000006007,1
CCP110,GEX,ENSG00000103540,1
VPS35L,GEX,ENSG00000103544,1
KNOP1,GEX,ENSG00000103550,1
IQCK,GEX,ENSG00000174628,1
ACSM3,GEX,ENSG00000005187,1
ACSM1,GEX,ENSG00000166743,1
THUMPD1,GEX,ENSG00000066654,1
ERI2,GEX,ENSG00000196678,1
REXO5,GEX,ENSG00000005189,1
DCUN1D3,GEX,ENSG00000188215,1
LYRM1,GEX,ENSG00000102897,1
TMEM159,GEX,ENSG00000011638,1
NPIPB3,GEX,ENSG00000169246,1
AC005632.6,GEX,ENSG00000287809,0
METTL9,GEX,ENSG00000197006,1
AC005632.3,GEX,ENSG00000261596,0
IGSF6,GEX,ENSG00000140749,1
OTOA,GEX,ENSG00000155719,1
NPIPB4,GEX,ENSG00000185864,1
UQCRC2,GEX,ENSG00000140740,1
MOSMO,GEX,ENSG00000185716,1
SDR42E2,GEX,ENSG00000183921,1
EEF2K,GEX,ENSG00000103319,1
POLR3E,GEX,ENSG00000058600,1
AC092338.3,GEX,ENSG00000286808,0
CDR2,GEX,ENSG00000140743,1
NPIPB5,GEX,ENSG00000243716,1
USP31,GEX,ENSG00000103404,1
COG7,GEX,ENSG00000168434,1
GGA2,GEX,ENSG00000103365,1
EARS2,GEX,ENSG00000103356,1
UBFD1,GEX,ENSG00000103353,1
NDUFAB1,GEX,ENSG00000004779,1
PALB2,GEX,ENSG00000083093,1
DCTN5,GEX,ENSG00000166847,1
PLK1,GEX,ENSG00000166851,1
PRKCB,GEX,ENSG00000166501,1
RBBP6,GEX,ENSG00000122257,1
TNRC6A,GEX,ENSG00000090905,1
AC008731.1,GEX,ENSG00000261669,0
SLC5A11,GEX,ENSG00000158865,1
ARHGAP17,GEX,ENSG00000140750,1
LINC02175,GEX,ENSG00000262155,0
LCMT1-AS1,GEX,ENSG00000260448,0
LCMT1,GEX,ENSG00000205629,1
ZKSCAN2,GEX,ENSG00000155592,1
ZKSCAN2-DT,GEX,ENSG00000274925,0
KDM8,GEX,ENSG00000155666,1
NSMCE1,GEX,ENSG00000169189,1
IL4R,GEX,ENSG00000077238,1
IL21R,GEX,ENSG00000103522,1
GTF3C1,GEX,ENSG00000077235,1
KIAA0556,GEX,ENSG00000047578,1
XPO6,GEX,ENSG00000169180,1
SBK1,GEX,ENSG00000188322,1
CLN3,GEX,ENSG00000188603,1
APOBR,GEX,ENSG00000184730,1
SGF29,GEX,ENSG00000176476,1
SULT1A1,GEX,ENSG00000196502,1
EIF3C,GEX,ENSG00000184110,1
ATXN2L,GEX,ENSG00000168488,1
AC133550.2,GEX,ENSG00000260570,0
TUFM,GEX,ENSG00000178952,1
SH2B1,GEX,ENSG00000178188,1
ATP2A1,GEX,ENSG00000196296,1
RABEP2,GEX,ENSG00000177548,1
CD19,GEX,ENSG00000177455,1
NFATC2IP,GEX,ENSG00000176953,1
AC109460.2,GEX,ENSG00000260853,0
SPNS1,GEX,ENSG00000169682,1
LAT,GEX,ENSG00000213658,1
AC009093.2,GEX,ENSG00000260517,0
NPIPB11,GEX,ENSG00000254206,1
BOLA2,GEX,ENSG00000183336,1
SPN,GEX,ENSG00000197471,1
QPRT,GEX,ENSG00000103485,1
C16orf54,GEX,ENSG00000185905,1
AC009133.3,GEX,ENSG00000260719,0
KIF22,GEX,ENSG00000079616,1
MAZ,GEX,ENSG00000103495,1
AC009133.1,GEX,ENSG00000238045,0
PAGR1,GEX,ENSG00000280789,1
MVP,GEX,ENSG00000013364,1
CDIPT,GEX,ENSG00000103502,1
ASPHD1,GEX,ENSG00000174939,1
KCTD13,GEX,ENSG00000174943,1
TMEM219,GEX,ENSG00000149932,1
TAOK2,GEX,ENSG00000149930,1
HIRIP3,GEX,ENSG00000149929,1
INO80E,GEX,ENSG00000169592,1
ALDOA,GEX,ENSG00000149925,1
PPP4C,GEX,ENSG00000149923,1
YPEL3,GEX,ENSG00000090238,1
GDPD3,GEX,ENSG00000102886,1
MAPK3,GEX,ENSG00000102882,1
CORO1A,GEX,ENSG00000102879,1
AC012645.3,GEX,ENSG00000261416,0
SULT1A3,GEX,ENSG00000261052,1
NPIPB13,GEX,ENSG00000198064,1
CD2BP2,GEX,ENSG00000169217,1
TBC1D10B,GEX,ENSG00000169221,1
ZNF48,GEX,ENSG00000180035,1
SEPTIN1,GEX,ENSG00000180096,1
ZNF771,GEX,ENSG00000179965,1
SEPHS2,GEX,ENSG00000179918,1
ITGAL,GEX,ENSG00000005844,1
ZNF768,GEX,ENSG00000169957,1
ZNF747,GEX,ENSG00000169955,1
ZNF764,GEX,ENSG00000169951,1
ZNF688,GEX,ENSG00000229809,1
ZNF785,GEX,ENSG00000197162,1
AC093249.2,GEX,ENSG00000260167,0
ZNF689,GEX,ENSG00000156853,1
PRR14,GEX,ENSG00000156858,1
FBRS,GEX,ENSG00000156860,1
SRCAP,GEX,ENSG00000080603,1
TMEM265,GEX,ENSG00000281991,1
PHKG2,GEX,ENSG00000156873,1
CCDC189,GEX,ENSG00000196118,1
RNF40,GEX,ENSG00000103549,1
ZNF629,GEX,ENSG00000102870,1
BCL7C,GEX,ENSG00000099385,1
MIR762HG,GEX,ENSG00000260083,0
FBXL19-AS1,GEX,ENSG00000260852,0
FBXL19,GEX,ENSG00000099364,1
ORAI3,GEX,ENSG00000175938,1
SETD1A,GEX,ENSG00000099381,1
STX4,GEX,ENSG00000103496,1
AC135050.3,GEX,ENSG00000260911,0
ZNF668,GEX,ENSG00000167394,1
ZNF646,GEX,ENSG00000167395,1
PRSS53,GEX,ENSG00000151006,1
VKORC1,GEX,ENSG00000167397,1
KAT8,GEX,ENSG00000103510,1
AC135050.6,GEX,ENSG00000278133,0
FUS,GEX,ENSG00000089280,1
PYCARD,GEX,ENSG00000103490,1
PYCARD-AS1,GEX,ENSG00000261359,0
ITGAM,GEX,ENSG00000169896,1
ITGAX,GEX,ENSG00000140678,1
AC026471.4,GEX,ENSG00000261474,0
AC026471.1,GEX,ENSG00000260267,0
ARMC5,GEX,ENSG00000140691,1
C16orf58,GEX,ENSG00000140688,1
AHSP,GEX,ENSG00000169877,1
ZNF720,GEX,ENSG00000197302,1
ZNF267,GEX,ENSG00000185947,1
SHCBP1,GEX,ENSG00000171241,1
VPS35,GEX,ENSG00000069329,1
ORC6,GEX,ENSG00000091651,1
C16orf87,GEX,ENSG00000155330,1
GPT2,GEX,ENSG00000166123,1
DNAJA2,GEX,ENSG00000069345,1
NETO2,GEX,ENSG00000171208,1
ITFG1,GEX,ENSG00000129636,1
PHKB,GEX,ENSG00000102893,1
LINC02133,GEX,ENSG00000261231,0
LONP2,GEX,ENSG00000102910,1
SIAH1,GEX,ENSG00000196470,1
N4BP1,GEX,ENSG00000102921,1
AC026470.2,GEX,ENSG00000261267,0
AC007611.1,GEX,ENSG00000260086,0
CNEP1R1,GEX,ENSG00000205423,1
HEATR3,GEX,ENSG00000155393,1
TENT4B,GEX,ENSG00000121274,1
ADCY7,GEX,ENSG00000121281,1
BRD7,GEX,ENSG00000166164,1
NKD1,GEX,ENSG00000140807,1
SNX20,GEX,ENSG00000167208,1
NOD2,GEX,ENSG00000167207,1
AC007728.2,GEX,ENSG00000261644,0
CYLD,GEX,ENSG00000083799,1
HNRNPA1P48,GEX,ENSG00000224578,1
CHD9,GEX,ENSG00000177200,1
RBL2,GEX,ENSG00000103479,1
AKTIP,GEX,ENSG00000166971,1
RPGRIP1L,GEX,ENSG00000103494,1
FTO,GEX,ENSG00000140718,1
LPCAT2,GEX,ENSG00000087253,1
CES1,GEX,ENSG00000198848,1
GNAO1,GEX,ENSG00000087258,1
AMFR,GEX,ENSG00000159461,1
NUDT21,GEX,ENSG00000167005,1
OGFOD1,GEX,ENSG00000087263,1
BBS2,GEX,ENSG00000125124,1
MT2A,GEX,ENSG00000125148,1
NUP93,GEX,ENSG00000102900,1
HERPUD1,GEX,ENSG00000051108,1
AC012181.1,GEX,ENSG00000261114,0
NLRC5,GEX,ENSG00000140853,1
CPNE2,GEX,ENSG00000140848,1
FAM192A,GEX,ENSG00000172775,1
AC009090.6,GEX,ENSG00000285979,0
RSPRY1,GEX,ENSG00000159579,1
ARL2BP,GEX,ENSG00000102931,1
CIAPIN1,GEX,ENSG00000005194,1
COQ9,GEX,ENSG00000088682,1
POLR2C,GEX,ENSG00000102978,1
CCDC102A,GEX,ENSG00000135736,1
ADGRG5,GEX,ENSG00000159618,1
ADGRG1,GEX,ENSG00000205336,1
ADGRG3,GEX,ENSG00000182885,1
KATNB1,GEX,ENSG00000140854,1
KIFC3,GEX,ENSG00000140859,1
USB1,GEX,ENSG00000103005,1
CFAP20,GEX,ENSG00000070761,1
AC009107.2,GEX,ENSG00000260927,0
CSNK2A2,GEX,ENSG00000070770,1
GINS3,GEX,ENSG00000181938,1
SETD6,GEX,ENSG00000103037,1
CNOT1,GEX,ENSG00000125107,1
SLC38A7,GEX,ENSG00000103042,1
GOT2,GEX,ENSG00000125166,1
TK2,GEX,ENSG00000166548,1
CKLF,GEX,ENSG00000217555,1
CMTM1,GEX,ENSG00000089505,1
CMTM3,GEX,ENSG00000140931,1
CMTM4,GEX,ENSG00000183723,1
DYNC1LI2,GEX,ENSG00000135720,1
AC018557.3,GEX,ENSG00000287965,0
NAE1,GEX,ENSG00000159593,1
PDP2,GEX,ENSG00000172840,1
CIAO2B,GEX,ENSG00000166595,1
CES2,GEX,ENSG00000172831,1
CES4A,GEX,ENSG00000172824,1
CBFB,GEX,ENSG00000067955,1
C16orf70,GEX,ENSG00000125149,1
TRADD,GEX,ENSG00000102871,1
FBXL8,GEX,ENSG00000135722,1
KIAA0895L,GEX,ENSG00000196123,1
E2F4,GEX,ENSG00000205250,1
ELMO3,GEX,ENSG00000102890,1
LRRC29,GEX,ENSG00000125122,0
TMEM208,GEX,ENSG00000168701,1
FHOD1,GEX,ENSG00000135723,1
SLC9A5,GEX,ENSG00000135740,1
ZDHHC1,GEX,ENSG00000159714,1
ATP6V0D1,GEX,ENSG00000159720,1
AC009061.2,GEX,ENSG00000270049,0
RIPOR1,GEX,ENSG00000039523,1
AC027682.4,GEX,ENSG00000261386,0
CTCF,GEX,ENSG00000102974,1
CARMIL2,GEX,ENSG00000159753,1
ACD,GEX,ENSG00000102977,1
ENKD1,GEX,ENSG00000124074,1
GFOD2,GEX,ENSG00000141098,1
RANBP10,GEX,ENSG00000141084,1
CENPT,GEX,ENSG00000102901,1
NUTF2,GEX,ENSG00000102898,1
EDC4,GEX,ENSG00000038358,1
PSKH1,GEX,ENSG00000159792,1
CTRL,GEX,ENSG00000141086,1
PSMB10,GEX,ENSG00000205220,1
LCAT,GEX,ENSG00000213398,1
SLC12A4,GEX,ENSG00000124067,1
DPEP2,GEX,ENSG00000167261,1
DUS2,GEX,ENSG00000167264,1
NFATC3,GEX,ENSG00000072736,1
AC020978.3,GEX,ENSG00000260891,0
AC020978.7,GEX,ENSG00000263276,0
PLA2G15,GEX,ENSG00000103066,1
SLC7A6,GEX,ENSG00000103064,1
SLC7A6OS,GEX,ENSG00000103061,1
PRMT7,GEX,ENSG00000132600,1
SMPD3,GEX,ENSG00000103056,1
ZFP90,GEX,ENSG00000184939,1
CDH1,GEX,ENSG00000039068,1
TANGO6,GEX,ENSG00000103047,1
AC009137.1,GEX,ENSG00000260999,0
UTP4,GEX,ENSG00000141076,1
SNTB2,GEX,ENSG00000168807,1
VPS4A,GEX,ENSG00000132612,1
COG8,GEX,ENSG00000213380,1
NIP7,GEX,ENSG00000132603,1
TMED6,GEX,ENSG00000157315,1
TERF2,GEX,ENSG00000132604,1
CYB5B,GEX,ENSG00000103018,1
NFAT5,GEX,ENSG00000102908,1
AC092115.3,GEX,ENSG00000262136,0
NOB1,GEX,ENSG00000141101,1
WWP2,GEX,ENSG00000198373,1
PDPR,GEX,ENSG00000090857,1
AC009060.1,GEX,ENSG00000247228,0
EXOSC6,GEX,ENSG00000223496,1
AARS,GEX,ENSG00000090861,1
DDX19B,GEX,ENSG00000157349,1
AC012184.3,GEX,ENSG00000261777,0
DDX19A,GEX,ENSG00000168872,1
AC012184.4,GEX,ENSG00000285710,0
ST3GAL2,GEX,ENSG00000157350,1
AC012184.1,GEX,ENSG00000260111,0
FCSK,GEX,ENSG00000157353,1
COG4,GEX,ENSG00000103051,1
SF3B3,GEX,ENSG00000189091,1
MTSS2,GEX,ENSG00000132613,1
VAC14,GEX,ENSG00000103043,1
CMTR2,GEX,ENSG00000180917,1
ZNF23,GEX,ENSG00000167377,1
ZNF19,GEX,ENSG00000157429,1
PHLPP2,GEX,ENSG00000040199,1
AP1G1,GEX,ENSG00000166747,1
ATXN1L,GEX,ENSG00000224470,1
IST1,GEX,ENSG00000182149,1
ZNF821,GEX,ENSG00000102984,1
PKD1L3,GEX,ENSG00000277481,1
